  score_SW    perc_divg    perc_del    perc_ins  sequid                         begin     end  orient    name                default_repclass               overlapping      bp_naive    bp_algor
       348         17.1        12.9         0    DsilchrX                      274461  274530  C         rnd-4_family-258    LINE/I                         False                  70          70
       805         11.4         8.6         2.3  DsilchrX                      274741  274902  C         rnd-1_family-21     DNA/hAT-Tip100                 True                  162          21
       981          4.3        12           0.6  DsilchrX                      274762  274903  C         rnd-5_family-1091   DNA/Sola-2                     False                 142         142
       861          7.8        11.5         2.3  DsilchrX                      274765  274921  +         rnd-1_family-16     __ClassII_DNA_hAT_nMITE        True                  157          18
       264         10.2        20.4         0    DsilchrX                      274911  274922  C         rnd-6_family-2674   __ClassI_LTR                   True                   12           1
       307          5.4         0           0    DsilchrX                      274923  274959  +         rnd-6_family-2490   __ClassI_LTR_BEL               False                  37          37
      1769         15.7         5.2         0    DsilchrX                      274962  275265  C         rnd-5_family-8077   __ClassII_DNA_hAT_MITE         False                 304         304
      1922         11.3         0           2.7  DsilchrX                      275266  275565  C         rnd-5_family-5368   DNA/hAT-Tip100                 False                 300         300
       230         11.8         0          13.5  DsilchrX                      275536  275594  +         rnd-1_family-1256   DNA/hAT                        True                   59          -1
       883          8           8.7         0.7  DsilchrX                      275565  275702  +         rnd-5_family-1978   LTR/Gypsy                      False                 138         138
       232          6.5         0           0    DsilchrX                      275702  275732  C         rnd-6_family-5646   DNA/hAT-Tip100                 True                   31          29
       532          0           0           1.6  DsilchrX                      275731  275795  +         rnd-6_family-4016   __ClassII_DNA_TcMar_MITE       True                   65           8
       576          6.8         0           0    DsilchrX                      275739  275812  C         rnd-6_family-2397   __ClassII_DNA_TcMar_nMITE      False                  74          59
       388          8.2         8.1         1.5  DsilchrX                      275758  275819  C         rnd-4_family-1553   __ClassII_DNA_hAT_MITE         True                   62           0
      1140         10.1         0           0.6  DsilchrX                      275798  275956  C         rnd-1_family-1185   DNA/hAT-Tip100                 False                 159         159
      1031         14.4         4.8         8.6  DsilchrX                      275957  276173  C         rnd-6_family-3645   __ClassII_DNA_hAT_MITE         False                 217         217
       785         11          26.3         3.7  DsilchrX                      276178  276356  C         rnd-6_family-774    __ClassII_DNA_hAT_MITE         True                  179         175
      7094          9.3         5.8         1.2  DsilchrX                      276353  277477  +         rnd-5_family-530    DNA/hAT-Tip100                 False                1125        1125
      2124         10.7         1.3         7    DsilchrX                      277317  277709  C         rnd-5_family-208    __ClassII_DNA_hAT_MITE         True                  393         232
       246          6.2         0           0    DsilchrX                      277734  277765  +         rnd-6_family-2490   __ClassI_LTR_BEL               False                  32          32
       464         18.2         2           0    DsilchrX                      278270  278368  +         rnd-5_family-60     DNA/TcMar-Tigger               False                  99          99
       382         26.5         3.5         3.5  DsilchrX                      278271  278442  C         rnd-6_family-190    __ClassII_DNA_TcMar_MITE       True                  172          74
        24         14.1         6.2         9.2  DsilchrX                      278731  278844  +         (TTA)n              Simple_repeat                  False                 114         114
        19         11.7         2.7         0    DsilchrX                      278814  278850  +         (TAATAA)n           Simple_repeat                  True                   37           6
       929         12.5         0           1.4  DsilchrX                      278899  279044  +         rnd-5_family-10779  DNA                            False                 146         146
       758         17.2         4.7         3.5  DsilchrX                      279045  279060  C         rnd-6_family-3402   DNA/Zator                      False                  16          16
       866         20.4         0.9         3.9  DsilchrX                      279088  279301  +         rnd-6_family-20518  __ClassII_MITE                 False                 214         214
       296         20.4         0           1.9  DsilchrX                      279593  279647  C         rnd-1_family-138    __ClassII_MITE                 True                   55          14
       838         12.4         4.3         5    DsilchrX                      279607  279767  C         rnd-5_family-2828   __ClassII_DNA_hAT_MITE         False                 161         161
       330         22.2         7.6         2.1  DsilchrX                      279766  279857  +         rnd-6_family-347    DNA/TcMar-Tigger               True                   92          25
       578         21.1         0           1.8  DsilchrX                      279793  279903  C         rnd-6_family-314    __ClassII_DNA_Mutator_MITE     False                 111         111
       334         25           1.1         0    DsilchrX                      279827  279847  +         rnd-5_family-60     DNA/TcMar-Tigger               True                   21           0
       313         23           0           1.4  DsilchrX                      279848  279922  C         rnd-1_family-189    __ClassII_DNA_Harbinger_MITE   False                  75          19
       528          9.6         2.4         1.2  DsilchrX                      280385  280468  +         rnd-5_family-60     DNA/TcMar-Tigger               False                  84          84
       494         23.2         5.5         2    DsilchrX                      280469  280529  C         rnd-6_family-190    __ClassII_DNA_TcMar_MITE       False                  61          61
      1797          9.9         5.2         1.8  DsilchrX                      280532  280849  +         rnd-6_family-1475   DNA/hAT-Charlie                False                 318         318
       244         21.6         0           0    DsilchrX                      280850  280900  C         rnd-1_family-1068   DNA/hAT-Charlie                False                  51          51
      1826          8.6         0.8         0.4  DsilchrX                      281011  281268  C         rnd-6_family-7943   __ClassII_DNA_hAT_MITE         False                 258         258
       227         13.7         0           4.5  DsilchrX                      281229  281274  +         rnd-6_family-13754  __ClassII_DNA_hAT_MITE         True                   46           6
       376         25.3        15.7         1.7  DsilchrX                      281404  281709  C         rnd-3_family-351    __ClassI_LTR_Gypsy             False                 306         223
       330         27.7         4.3         2.1  DsilchrX                      281590  281622  C         rnd-6_family-6900   LINE/Penelope                  True                   33           0
       394         21.7         1.2         0    DsilchrX                      281623  281705  +         ltr-1_family-1186   LTR/Gypsy                      False                  83          83
       330         27.7         4.3         2.1  DsilchrX                      281706  281729  C         rnd-6_family-6900   LINE/Penelope                  False                  24          20
      2024          2.5         0           1.3  DsilchrX                      281877  282115  C         rnd-5_family-1291   LTR/Gypsy                      False                 239         239
      4412          6.1         0.4         0    DsilchrX                      282116  282671  C         rnd-1_family-524    DNA/TcMar-Mariner              False                 556         556
     10418          3.6         0.9         0.1  DsilchrX                      282672  283918  C         rnd-5_family-1291   LTR/Gypsy                      False                1247        1247
       504         21.3         8.4         1.7  DsilchrX                      285385  285400  +         ltr-1_family-1012   LTR/Copia                      False                  16          16
       915         10.3         3.4         1.3  DsilchrX                      285401  285548  +         rnd-2_family-108    tRNA                           False                 148         148
       398         16.8         0           9.5  DsilchrX                      285619  285710  C         rnd-5_family-1348   __ClassII_MITE                 False                  92          92
        14          3.8         7.4         0    DsilchrX                      285722  285748  +         (TAAAT)n            Simple_repeat                  False                  27          27
       272          9.6         0          14.1  DsilchrX                      285751  285823  C         rnd-5_family-538    __ClassII_DNA_hAT_MITE         False                  73          73
        17         16.6         3.9         3.9  DsilchrX                      285834  285884  +         (ATA)n              Simple_repeat                  False                  51          51
       425         17.4         5.7         7.4  DsilchrX                      286002  286125  C         rnd-6_family-1      __ClassII_DNA_hAT_MITE         False                 124         124
       270         19.4         0           3.2  DsilchrX                      286887  286950  +         rnd-5_family-74     __ClassII_MITE                 False                  64          16
       245         21.4         4.2         2.7  DsilchrX                      286888  286959  +         rnd-6_family-2118   DNA                            True                   72           0
       284         15.8         0           3.5  DsilchrX                      286903  286961  +         rnd-2_family-108    tRNA                           False                  59          59
       282         22.5         1.4         0    DsilchrX                      286906  286976  +         rnd-6_family-1357   __unknown                      True                   71          15
       764         24.6         2.9         2.9  DsilchrX                      287029  287233  +         rnd-5_family-898    DNA/TcMar-Tigger               False                 205         205
      2341          9.4         2.5         0.5  DsilchrX                      287240  287603  +         rnd-6_family-1671   DNA/Sola-2                     False                 364         364
       682         12.3         4.8        16.1  DsilchrX                      287609  287773  C         rnd-1_family-118    __ClassII_DNA_hAT_MITE         False                 165         165
       405         20.8         0           1.1  DsilchrX                      287772  287850  +         rnd-1_family-429    tRNA                           True                   79          77
       811         23.6         1           5.8  DsilchrX                      287851  288048  +         rnd-6_family-4396   __ClassI_LTR                   False                 198         198
       247         10.1         0          10    DsilchrX                      288352  288406  C         rnd-6_family-2800   __ClassI_LTR                   True                   55          41
       489         13.6         0           0    DsilchrX                      288393  288473  +         rnd-6_family-2800   __ClassI_LTR                   False                  81          81
        18          0           0           0    DsilchrX                      288527  288546  +         (AG)n               Simple_repeat                  False                  20          20
       523         21.4         5.7         0.7  DsilchrX                      288588  288728  C         rnd-5_family-4275   __ClassII_DNA_hAT_MITE         True                  141          16
       709         20.8         1.9         2.5  DsilchrX                      288604  288761  +         rnd-5_family-109    __ClassII_DNA_hAT_MITE         False                 158         158
       330         20          14.3         1.8  DsilchrX                      289153  289304  +         rnd-2_family-36     SINE/ID                        False                 152         152
      2708          5.9         2.1         9.3  DsilchrX                      289305  289774  +         rnd-5_family-619    __ClassII_DNA_hAT_nMITE        False                 470         470
      5225          6.8         2.2         0    DsilchrX                      289777  290465  +         rnd-6_family-6832   DNA/hAT-Blackjack              False                 689         689
      6301          6.9         1           1.9  DsilchrX                      291994  292859  +         rnd-5_family-680    __ClassII_DNA_TcMar_nMITE      False                 866         866
      1041          4.5         0           0.8  DsilchrX                      293004  293136  +         rnd-6_family-6832   DNA/hAT-Blackjack              False                 133         133
      1352          7.8         9.6         0    DsilchrX                      293234  293451  +         rnd-5_family-619    __ClassII_DNA_hAT_nMITE        False                 218         218
       442         26.6        11.2         5.3  DsilchrX                      293434  293647  +         rnd-6_family-130    SINE/ID                        True                  214           5
       912         25.4         1           0    DsilchrX                      293457  293657  +         rnd-1_family-7      SINE/tRNA-Deu-CR1              False                 201         201
      1433         17           1.1         3.4  DsilchrX                      293784  294081  C         rnd-4_family-41     DNA/hAT-Tip100                 False                 298         298
       442         17.4         0.8         4.1  DsilchrX                      294286  294411  +         rnd-5_family-1061   LINE/I                         True                  126          19
      1707         22           3.1         1.4  DsilchrX                      294305  294881  +         rnd-1_family-971    LINE/L2                        True                  577         569
      1716          6.9         0           0    DsilchrX                      294874  295090  +         rnd-5_family-3546   DNA/TcMar-Tc1                  False                 217         217
       957          8.4        10.2         1.2  DsilchrX                      295091  295247  C         rnd-1_family-68     __ClassII_DNA_hAT_nMITE        True                  157         152
      1957          7.3         2.5         0.7  DsilchrX                      295243  295519  +         rnd-5_family-643    DNA/TcMar-Tc1                  False                 277         277
      3517          8.6         0.6         0.2  DsilchrX                      295544  296020  +         rnd-1_family-950    __ClassII_DNA_Mutator_MITE     False                 477         477
       317         25           6.8         6.8  Scaffold_10000_HRSCAF_11507        1     133  C         rnd-4_family-81     __ClassII_MITE                 False                 133         133
        23         21.8         1.9         0    Scaffold_10000_HRSCAF_11507      134     186  +         (TA)n               Simple_repeat                  False                  53          53
      1144         10.4        13.7         2    Scaffold_10000_HRSCAF_11507      385     610  +         rnd-4_family-1416   DNA/hAT-Charlie                False                 226         226
      1032         19.1        16.9         2.2  Scaffold_10000_HRSCAF_11507      611     743  C         rnd-6_family-6507   DNA/hAT-Charlie                False                 133         133
       378         20           2.5         0    Scaffold_10000_HRSCAF_11507      780     859  C         rnd-6_family-6507   DNA/hAT-Charlie                False                  80          80
       316         20           0           0    Scaffold_10000_HRSCAF_11507      811     870  +         rnd-5_family-700    DNA/hAT-Charlie                True                   60          11
       385         20.7         1.7         2.8  Scaffold_10000_HRSCAF_11507      927    1043  C         rnd-6_family-6507   DNA/hAT-Charlie                False                 117         117
       561         29.6         1.9         0    Scaffold_10000_HRSCAF_11507     1121    1282  +         rnd-5_family-817    __unknown                      False                 162         162
       226         27.2         0           4.3  Scaffold_10000_HRSCAF_11507     1200    1295  C         ltr-1_family-141    __ClassII_MITE                 True                   96          13
        11          8.1         0          10.3  Scaffold_10000_HRSCAF_11507     1357    1388  +         (ACACT)n            Simple_repeat                  False                  32          32
        23         26.4         3.3         2.2  Scaffold_10000_HRSCAF_11507     1444    1533  +         (ATTA)n             Simple_repeat                  False                  90          90
       614         17.8         9           6.2  Scaffold_10000_HRSCAF_11507     1635    1790  +         rnd-5_family-3414   __ClassII_DNA_hAT_MITE         False                 156         156
       648         21.7         4.1         3.5  Scaffold_10000_HRSCAF_11507     2262    2433  +         rnd-6_family-2421   __ClassII_DNA_hAT_nMITE        False                 172         172
       569         17.9         5.9        11.5  Scaffold_10000_HRSCAF_11507     2434    2453  +         rnd-5_family-4491   DNA                            False                  20          20
      1742          5.9         0.5         0    Scaffold_10001_HRSCAF_11508        1     219  +         rnd-5_family-5929   DNA/TcMar-Mariner              False                 219         219
       236          6.7         0           0    Scaffold_10001_HRSCAF_11508      218     247  C         rnd-6_family-4045   DNA/PIF-ISL2EU                 True                   30           5
      5593          4.8         0.5         8    Scaffold_10001_HRSCAF_11508      225    1107  +         rnd-5_family-4552   __ClassII_DNA_hAT_nMITE        False                 883         883
     20084          3.3         0.3         0    Scaffold_10001_HRSCAF_11508     1119    3527  +         rnd-1_family-352    LINE/L2                        False                2409        2409
       563         24.9         2.7         8.6  Scaffold_10001_HRSCAF_11508     3609    3902  +         rnd-6_family-8474   __ClassI_nLTR_SINE_tRNA        False                 294         294
       230         20.4         2           0    Scaffold_10001_HRSCAF_11508     4009    4028  +         rnd-5_family-4968   DNA                            False                  20          20
       893         11.5         3.6         0    Scaffold_10001_HRSCAF_11508     4029    4167  C         rnd-5_family-10779  DNA                            False                 139         139
       457         21.6         8.8         2.6  Scaffold_10001_HRSCAF_11508     4038    4184  +         rnd-6_family-366    DNA/Zator                      True                  147          17
       483         15.8        15.8         0    Scaffold_10001_HRSCAF_11508     4622    4716  C         rnd-1_family-1388   DNA/TcMar-Tigger               False                  95          95
       245          9.3         2.3         2.3  Scaffold_10001_HRSCAF_11508     4777    4820  +         rnd-6_family-2940   __ClassII_DNA_TcMar_MITE       False                  44          44
       406         11.4         0           9.9  Scaffold_10001_HRSCAF_11508     4890    4967  C         rnd-1_family-1388   DNA/TcMar-Tigger               False                  78          78
       788         19.1         0.5         5.5  Scaffold_10001_HRSCAF_11508     5169    5193  C         rnd-1_family-16     SINE/ID                        False                  25          25
       757         23.1         7.1         3.4  Scaffold_10001_HRSCAF_11508     5194    5390  +         rnd-5_family-2609   DNA/TcMar-Tigger               False                 197         197
       441         29.1         8.4         3.5  Scaffold_10001_HRSCAF_11508     5291    5564  C         rnd-5_family-1071   DNA/PIF-Harbinger              True                  274           1
       788         19.1         0.5         5.5  Scaffold_10001_HRSCAF_11508     5391    5414  C         rnd-1_family-16     SINE/ID                        False                  24          24
       990         17           0.9         3.3  Scaffold_10001_HRSCAF_11508     5416    5634  +         rnd-1_family-16     SINE/ID                        False                 219         219
       940         30.5         0.4        12    Scaffold_10001_HRSCAF_11508     5669    6152  C         rnd-5_family-2079   LINE/I                         False                 484         484
        18          0           0           0    Scaffold_10001_HRSCAF_11508     6656    6675  +         (AT)n               Simple_repeat                  False                  20          20
       318          8.2         0           0    Scaffold_10001_HRSCAF_11508     6706    6754  C         rnd-4_family-67     SINE/ID                        False                  49          49
     14116          4.8         1           0.7  Scaffold_10002_HRSCAF_11509        1    1771  C         rnd-5_family-1940   DNA/Ginger-2                   False                1771        1771
       236          3.1         0           0    Scaffold_10002_HRSCAF_11509     1770    1801  +         rnd-1_family-254    __unknown                      True                   32          30
       399          2.2         0           0    Scaffold_10002_HRSCAF_11509     1826    1870  C         rnd-5_family-177    DNA/Ginger-2                   False                  45          45
      1751         24.7         2.3         3.1  Scaffold_10002_HRSCAF_11509     1872    2430  +         rnd-1_family-440    __ClassII_DNA_TcMar_MITE       True                  559          75
      2434         21.6         2.6         2.5  Scaffold_10002_HRSCAF_11509     1947    2433  +         rnd-6_family-599    DNA/TcMar-Tc1                  False                 487         487
      1392         19.1         2.8         0.7  Scaffold_10002_HRSCAF_11509     2434    2723  C         ltr-1_family-240    __ClassII_DNA_hAT_nMITE        False                 290         290
       975         15.2         0.6         3    Scaffold_10002_HRSCAF_11509     2930    3099  +         rnd-6_family-9103   __ClassII_DNA_hAT_MITE         False                 170         170
      1991         22           5.1         3    Scaffold_10002_HRSCAF_11509     3177    4024  +         rnd-6_family-1385   DNA/TcMar-Tc1                  False                 848         848
      2107         19.7         5.4         1.9  Scaffold_10002_HRSCAF_11509     4035    4677  C         rnd-6_family-599    DNA/TcMar-Tc1                  False                 643         643
     16111          5.2         3.5         1    Scaffold_10003_HRSCAF_11511        1    2162  +         rnd-5_family-1981   DNA/hAT-Tip100                 False                2162        2162
       637         10.8         0.9         2.7  Scaffold_10003_HRSCAF_11511     2200    2313  C         rnd-4_family-188    LINE/Dong-R4                   False                 114         114
       300          6.4         0           8.5  Scaffold_10003_HRSCAF_11511     2352    2402  +         rnd-1_family-182    __ClassII_DNA_hAT_MITE         True                   51           7
       758          5.6         4.3         0.2  Scaffold_10003_HRSCAF_11511     2359    2472  +         rnd-1_family-101    DNA/hAT-Tip100                 False                 114         114
       603         23.4         0           0    Scaffold_10003_HRSCAF_11511     2466    2606  +         ltr-1_family-49     __ClassII_DNA_TcMar_nMITE      True                  141         134
      1227         11.7        15.5         2.5  Scaffold_10003_HRSCAF_11511     2616    2931  +         rnd-5_family-1412   DNA/hAT-Ac                     False                 316         316
      1150         13.9        13.9         3.8  Scaffold_10003_HRSCAF_11511     2932    2975  C         rnd-5_family-3617   DNA/hAT-Ac                     False                  44          44
      1033         16.5        10.2         1.4  Scaffold_10003_HRSCAF_11511     2979    3244  +         rnd-5_family-3617   DNA/hAT-Ac                     False                 266         266
       971         10.3         0           0.7  Scaffold_10003_HRSCAF_11511     3257    3393  +         rnd-5_family-110    __ClassI_LTR_Gypsy             False                 137         137
      1770          7.5         2.4        11.8  Scaffold_10004_HRSCAF_11512        1     333  +         rnd-1_family-187    __ClassII_DNA_hAT_MITE         False                 333         333
      1516          8.1         2.5         4.6  Scaffold_10004_HRSCAF_11512      446     690  +         rnd-5_family-8077   __ClassII_DNA_hAT_MITE         False                 245         245
        14         14.8         2.4         5    Scaffold_10004_HRSCAF_11512     1173    1213  +         (ATGATA)n           Simple_repeat                  False                  41          41
       434         23.4         4.1         4.6  Scaffold_10004_HRSCAF_11512     1321    1349  C         rnd-1_family-282    __ClassI_LTR_Gypsy             False                  29          29
       455         24.2         4.3         3.3  Scaffold_10004_HRSCAF_11512     1350    1558  +         rnd-1_family-280    __ClassII_DNA_hAT_MITE         True                  209         202
       594         20.8         1.9         4.6  Scaffold_10004_HRSCAF_11512     1552    1705  C         rnd-6_family-2289   LINE/Dong-R4                   False                 154         154
      3911          3.1         1.9         6.3  Scaffold_10004_HRSCAF_11512     1706    2288  +         rnd-6_family-381    DNA/PiggyBac                   False                 583         583
      2866          2.2         0.3         1.1  Scaffold_10004_HRSCAF_11512     2411    2780  +         rnd-6_family-381    DNA/PiggyBac                   False                 370         370
      1512         22           7           0.2  Scaffold_10004_HRSCAF_11512     2787    3155  C         rnd-6_family-1274   DNA/TcMar-Tc1                  False                 369         369
      1743          6           4           0    Scaffold_10004_HRSCAF_11512     3257    3504  +         rnd-1_family-250    __ClassII_DNA_TcMar_MITE       False                 248         248
        36          4.9         0           0    Scaffold_10004_HRSCAF_11512     3764    3805  +         (TAT)n              Simple_repeat                  False                  42          42
       897         18.2         4.9         1.6  Scaffold_10004_HRSCAF_11512     4406    4589  C         rnd-6_family-4047   DNA/hAT-Charlie                False                 184         184
       551         25.8         0.8         0.8  Scaffold_10004_HRSCAF_11512     4594    4714  C         rnd-5_family-247    __ClassI_LTR_Gypsy             False                 121         121
       339         24.7         0           1.1  Scaffold_10004_HRSCAF_11512     4720    4813  C         rnd-4_family-482    DNA/hAT-Charlie                True                   94          75
       835         15.5         5.8         2.8  Scaffold_10004_HRSCAF_11512     4795    4967  +         rnd-3_family-58     DNA/Zator                      True                  173          17
      1194          5.3         1.3         0    Scaffold_10004_HRSCAF_11512     4813    4964  C         rnd-1_family-66     DNA                            False                 152         152
      1007         18.5         2.8         3.2  Scaffold_10004_HRSCAF_11512     4964    5248  C         rnd-4_family-482    DNA/hAT-Charlie                True                  285         285
       616         17.6         7           8.7  Scaffold_10004_HRSCAF_11512     4965    4998  C         ltr-1_family-1181   LINE/RTE-RTE                   True                   34           0
       641         12.2        12.5        11.9  Scaffold_10004_HRSCAF_11512     5347    5522  C         rnd-4_family-124    __ClassII_DNA_TcMar_MITE       False                 176         176
       422         13.6         4.6        18.8  Scaffold_10004_HRSCAF_11512     5503    5611  C         rnd-5_family-2810   DNA/hAT-Charlie                True                  109          89
       236         21.9         6.1         2.9  Scaffold_10004_HRSCAF_11512     5616    5681  +         rnd-6_family-1686   LINE/CR1                       True                   66          21
       289         17.2         0           1.6  Scaffold_10004_HRSCAF_11512     5637    5701  +         rnd-6_family-664    __ClassIII_Helitron            False                  65          48
       234         22.8         0           0    Scaffold_10004_HRSCAF_11512     5673    5729  C         rnd-6_family-2218   LINE/RTE-RTE                   True                   57           0
      1924          1.4         0           0    Scaffold_10004_HRSCAF_11512     5685    5907  +         rnd-6_family-18     LINE/RTE-RTE                   False                 223         223
       667          8.5         3.2         0    Scaffold_10004_HRSCAF_11512     5920    6013  +         rnd-1_family-230    DNA/hAT-Tip100                 False                  94          94
       228         14.6         0           0    Scaffold_10004_HRSCAF_11512     6035    6075  C         rnd-4_family-45     __ClassII_DNA_hAT_MITE         False                  41          41
      4562         10.4         1.7         0.8  Scaffold_10004_HRSCAF_11512     6097    6792  +         rnd-5_family-1228   LINE/L2                        False                 696         696
      2517         11          11.8         0    Scaffold_10004_HRSCAF_11512     6795    7211  +         rnd-5_family-5873   DNA/hAT-Tip100                 False                 417         417
        12          0          17.2         0    Scaffold_10004_HRSCAF_11512     7595    7623  +         (ATTTTC)n           Simple_repeat                  False                  29          29
       270         30           0           0    Scaffold_10004_HRSCAF_11512     7945    8014  +         rnd-6_family-1512   __ClassI_LTR_ERV               False                  70          70
        18          0           0           0    Scaffold_10004_HRSCAF_11512     8036    8057  +         (AAG)n              Simple_repeat                  False                  22          22
       952         25.6         4.9         6.6  Scaffold_10004_HRSCAF_11512     8233    8733  +         rnd-6_family-3958   DNA/MULE-MuDR                  False                 501         501
       280         26.4         0           5.5  Scaffold_10004_HRSCAF_11512     9085    9111  +         ltr-1_family-141    __ClassII_MITE                 False                  27          27
       411         13.4         0           0    Scaffold_10004_HRSCAF_11512     9112    9178  C         rnd-1_family-309    __ClassII_DNA_CACTA_MITE       False                  67          67
       277         22.2         8.5         8.5  Scaffold_10004_HRSCAF_11512     9186    9199  +         rnd-6_family-4446   __ClassII_DNA_hAT_MITE         False                  14          14
       396         19.4         8.2         0    Scaffold_10004_HRSCAF_11512     9200    9297  C         rnd-3_family-116    __unknown                      False                  98          98
       268         22.2         6.2         9.3  Scaffold_10004_HRSCAF_11512     9304    9322  C         rnd-5_family-1200   __ClassII_MITE                 True                   19           2
      1297         24.7         1.3         1.3  Scaffold_10004_HRSCAF_11512     9306    9617  C         rnd-5_family-817    __unknown                      False                 312         312
       231         28.9         0           1.2  Scaffold_10004_HRSCAF_11512     9568    9651  +         rnd-6_family-6506   __ClassII_DNA_hAT_nMITE        True                   84          34
       246         17.4         0           7.7  Scaffold_10004_HRSCAF_11512     9781    9792  +         ltr-1_family-25     __unknown                      False                  12          12
      2725          9.3         0           5.5  Scaffold_10004_HRSCAF_11512     9793   10213  C         rnd-1_family-143    __ClassI_LTR_BEL               False                 421         421
       557          9.3        13           2.1  Scaffold_10004_HRSCAF_11512    10219   10349  C         rnd-5_family-5      __ClassII_MITE                 True                  131          20
      1154         10.7         0.5         7.2  Scaffold_10004_HRSCAF_11512    10239   10459  +         rnd-5_family-3483   __ClassII_MITE                 False                 221         221
       365         17.6         0           1.5  Scaffold_10004_HRSCAF_11512    10448   10516  C         rnd-1_family-143    __ClassI_LTR_BEL               True                   69          57
        19         32.4         0           0    Scaffold_10004_HRSCAF_11512    10522   10582  +         GA-rich             Low_complexity                 False                  61          61
        16         17.7         7.8         0    Scaffold_10004_HRSCAF_11512    10903   10953  +         (ATTA)n             Simple_repeat                  False                  51          51
       474         21.8         3.1        18.9  Scaffold_10004_HRSCAF_11512    11344   11569  C         rnd-5_family-1041   DNA/PIF-Harbinger              True                  226         109
       604         21.2         0           3.4  Scaffold_10004_HRSCAF_11512    11453   11574  C         rnd-1_family-334    __ClassII_DNA_hAT_MITE         False                 122         122
       596         23.6        14.4         2.1  Scaffold_10004_HRSCAF_11512    11575   11625  C         rnd-4_family-240    DNA/hAT-Charlie                False                  51          51
       640         16.4         0           4.5  Scaffold_10004_HRSCAF_11512    11629   11743  +         rnd-6_family-343    DNA/hAT-Charlie                False                 115         115
       322         21.8         0          22.8  Scaffold_10004_HRSCAF_11512    11754   11866  +         ltr-1_family-1207   LTR/Gypsy                      True                  113          13
      2353          9.8         3.3        12.5  Scaffold_10004_HRSCAF_11512    11767   12220  +         rnd-5_family-8077   __ClassII_DNA_hAT_MITE         False                 454         454
      1389         11.7         0.6        15.3  Scaffold_10004_HRSCAF_11512    12329   12657  +         rnd-5_family-8077   __ClassII_DNA_hAT_MITE         False                 329         329
       576         12.1        23.9         1.2  Scaffold_10004_HRSCAF_11512    12617   12750  +         rnd-5_family-3033   DNA/hAT-Charlie                True                  134          93
       230         14.9         0           2.1  Scaffold_10004_HRSCAF_11512    12755   12802  +         rnd-3_family-15     DNA/TcMar-Tigger               True                   48          11
       395         18.8         0           2.4  Scaffold_10004_HRSCAF_11512    12766   12852  +         rnd-6_family-7972   LTR/Gypsy                      True                   87          17
       527          7.8         0           3.9  Scaffold_10004_HRSCAF_11512    12783   12862  C         ltr-1_family-9      LTR/Gypsy                      True                   80          19
       545          8.1         0           0    Scaffold_10004_HRSCAF_11512    12802   12875  +         rnd-4_family-1412   __ClassII_DNA_hAT_MITE         False                  74          74
       438         16.5         1.1         2.3  Scaffold_10004_HRSCAF_11512    12805   12891  C         ltr-1_family-35     __ClassII_DNA_TcMar_nMITE      True                   87           0
       540         15          14.2         0    Scaffold_10004_HRSCAF_11512    12864   12976  +         rnd-4_family-275    __ClassII_DNA_hAT_MITE         False                 113         101
        16          9.8         0           0    Scaffold_10004_HRSCAF_11512    12981   13002  +         (A)n                Simple_repeat                  False                  22          22
        14         14.8         2.4         5    Scaffold_10004_HRSCAF_11512    13683   13723  +         (ATGATA)n           Simple_repeat                  False                  41          41
       434         23.4         4.1         4.6  Scaffold_10004_HRSCAF_11512    13831   13859  C         rnd-1_family-282    __ClassI_LTR_Gypsy             False                  29          29
       455         24.2         4.3         3.3  Scaffold_10004_HRSCAF_11512    13860   14068  +         rnd-1_family-280    __ClassII_DNA_hAT_MITE         True                  209         202
       594         20.8         1.9         4.6  Scaffold_10004_HRSCAF_11512    14062   14215  C         rnd-6_family-2289   LINE/Dong-R4                   False                 154         154
       712          2.4         0           0    Scaffold_10004_HRSCAF_11512    14216   14297  +         rnd-6_family-381    DNA/PiggyBac                   False                  82          82
       338         20           2.9         0    Scaffold_10004_HRSCAF_11512    14403   14472  C         rnd-4_family-2442   __ClassII_MITE                 False                  70          70
       488         13.8        11.5         0    Scaffold_10004_HRSCAF_11512    14474   14560  C         ltr-1_family-1006   __ClassII_nMITE                True                   87          14
      1987          6.1         1.9         0.8  Scaffold_10004_HRSCAF_11512    14488   14750  C         rnd-1_family-81     __ClassII_DNA_hAT_MITE         False                 263         263
       562         21.1         0.6        11    Scaffold_10004_HRSCAF_11512    14844   15003  +         rnd-6_family-3033   __ClassII_DNA_TcMar_nMITE      False                 160         160
        28          0           0           0    Scaffold_10004_HRSCAF_11512    15100   15125  +         (TTA)n              Simple_repeat                  False                  26          26
        18         27.3         2.8         1.4  Scaffold_10004_HRSCAF_11512    15190   15262  +         (AATAATT)n          Simple_repeat                  False                  73          73
       469         17.4        15           2.4  Scaffold_10004_HRSCAF_11512    15739   15759  +         rnd-5_family-2595   DNA/MULE-MuDR                  False                  21          21
       567         16.4        13           0.7  Scaffold_10004_HRSCAF_11512    15760   15882  +         rnd-4_family-53     __ClassII_DNA_Harbinger_MITE   False                 123         123
       289         22.6         1.4         4.2  Scaffold_10004_HRSCAF_11512    15888   15957  +         rnd-5_family-1053   LINE/I                         False                  70          70
       828         11.3         0           6.8  Scaffold_10004_HRSCAF_11512    15958   16099  C         rnd-1_family-249    __ClassII_DNA_hAT_MITE         False                 142         142
